Job ID,Job Title,Company Name,Job Location,Salary Range,Experience Required,Job Portal,Number of Applicants,Company Size,Job Description,Recruiter Email,fake_label,triggered_rules
JOB7990,Data Scientist,Wipro,Bangalore,12-20 LPA,5-10 years,Naukri.com,122,Small (1-50),We value innovation and collaboration in a fast-paced environment.,contact@gmail.com,1,"email_suspicious,missing_description"
JOB7991,Graphic Designer,Microsoft,Jaipur,12-20 LPA,2-5 years,LinkedIn,347,Small (1-50),Role requires domain expertise and strong communication skills.,team@private.com,1,missing_description
JOB7992,Graphic Designer,Deloitte,Chennai,12-20 LPA,0-2 years,LinkedIn,313,Medium (51-500),Easy pay and work opportunity for students — apply now!,hr@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB7993,Data Scientist,HCL,Chennai,3-5 LPA,2-5 years,LinkedIn,401,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,jobs@outlook.com,1,"email_suspicious,missing_description"
JOB7994,Product Manager,Infosys,Pune,3-5 LPA,10+ years,Indeed,489,Small (1-50),Role requires domain expertise and strong communication skills.,admin@outlook.com,1,"email_suspicious,missing_description"
JOB7995,Sales Representative,Private,Kolkata,3-5 LPA,10+ years,Naukri.com,115,Small (1-50),Competitive role with clear growth path and mentorship.,contact@private.com,1,missing_description
JOB7996,Product Manager,Google,Mumbai,8-12 LPA,10+ years,LinkedIn,422,Medium (51-500),Easy pay and work opportunity for students — apply now!,apply@company-careers.c0m,1,"missing_description,trigger_keyword"
JOB7997,Graphic Designer,HCL,Kolkata,8-12 LPA,5-10 years,Naukri.com,331,Large (500+),Competitive role with clear growth path and mentorship.,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB7998,Data Scientist,Wipro,Chennai,8-12 LPA,0-2 years,Indeed,32,Medium (51-500),Competitive role with clear growth path and mentorship.,contact@outlook.com,1,"email_suspicious,missing_description"
JOB7999,Cyber Security Analyst,Amazon,Mumbai,12-20 LPA,5-10 years,Indeed,331,Medium (51-500),Role requires domain expertise and strong communication skills.,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB8000,Product Manager,Accenture,Pune,20+ LPA,5-10 years,Naukri.com,440,Large (500+),We value innovation and collaboration in a fast-paced environment.,apply@outlook.com,1,"email_suspicious,missing_description"
JOB8001,Product Manager,TCS,Pune,3-5 LPA,2-5 years,Naukri.com,272,Large (500+),We value innovation and collaboration in a fast-paced environment.,hiring@outlook.com,1,"email_suspicious,missing_description"
JOB8002,HR Manager,Wipro,Chennai,5-8 LPA,2-5 years,Naukri.com,370,Small (1-50),Join us to build the next generation of solutions in your field.,jobs@gmail.com,1,"email_suspicious,missing_description"
JOB8003,Marketing Executive,TCS,Kolkata,3-5 LPA,10+ years,LinkedIn,128,Large (500+),We value innovation and collaboration in a fast-paced environment.,hr@outlook.com,1,"email_suspicious,missing_description"
JOB8004,HR Manager,HCL,Kolkata,5-8 LPA,0-2 years,Indeed,407,Small (1-50),We value innovation and collaboration in a fast-paced environment.,apply@gmail.com,1,"email_suspicious,missing_description"
JOB8005,HR Manager,HCL,Mumbai,8-12 LPA,5-10 years,Naukri.com,311,Small (1-50),Join us to build the next generation of solutions in your field.,apply@gmail.com,1,"email_suspicious,missing_description"
JOB8006,Data Scientist,Wipro,Delhi,3-5 LPA,10+ years,Naukri.com,70,Medium (51-500),Competitive role with clear growth path and mentorship.,apply@gmail.com,1,"email_suspicious,missing_description"
JOB8007,Data Scientist,Accenture,,20+ LPA,10+ years,Naukri.com,451,Small (1-50),Join us to build the next generation of solutions in your field.,hiring@private.com,1,"missing_description,location_missing,company_salary_mismatch"
JOB8008,Sales Representative,Accenture,Noida,12-20 LPA,2-5 years,Naukri.com,102,Medium (51-500),Looking for experienced professionals to join our growing team.,recruitment@gmail.com,1,"email_suspicious,missing_description"
JOB8009,Graphic Designer,Google,Hyderabad,5-8 LPA,10+ years,Indeed,96,Large (500+),We value innovation and collaboration in a fast-paced environment.,admin@hiremefast.co,1,missing_description
JOB8010,Cyber Security Analyst,Accenture,,3-5 LPA,2-5 years,Indeed,209,Medium (51-500),Role requires domain expertise and strong communication skills.,apply@gmail.com,1,"email_suspicious,missing_description,location_missing"
JOB8011,HR Manager,Private,Noida,20+ LPA,2-5 years,LinkedIn,207,Medium (51-500),Looking for experienced professionals to join our growing team.,recruitment@company-careers.c0m,1,"missing_description,company_salary_mismatch"
JOB8012,Financial Analyst,Wipro,Ahmedabad,12-20 LPA,10+ years,LinkedIn,23,Large (500+),Pay and work with flexible hours — earn money fast!,admin@gmail.com,1,"email_suspicious,missing_description"
JOB8013,Financial Analyst,HCL,Pune,8-12 LPA,10+ years,Naukri.com,335,Small (1-50),Applicants should have relevant technical skills and industry exposure.,team@outlook.com,1,"email_suspicious,missing_description"
JOB8014,Graphic Designer,Microsoft,Noida,12-20 LPA,10+ years,LinkedIn,196,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,contact@hiremefast.co,1,missing_description
JOB8015,Marketing Executive,Google,Hyderabad,3-5 LPA,10+ years,Indeed,321,Small (1-50),Role requires domain expertise and strong communication skills.,career@outlook.com,1,"email_suspicious,missing_description"
JOB8016,Cyber Security Analyst,,Kolkata,8-12 LPA,0-2 years,Indeed,345,Large (500+),We value innovation and collaboration in a fast-paced environment.,hr@outlook.com,1,"email_suspicious,missing_description,vague_company"
JOB8017,Business Analyst,Infosys,Jaipur,20+ LPA,0-2 years,LinkedIn,411,Large (500+),Competitive role with clear growth path and mentorship.,jobs@outlook.com,1,"email_suspicious,missing_description"
JOB8018,Product Manager,Deloitte,Ahmedabad,12-20 LPA,10+ years,Indeed,389,Medium (51-500),Looking for experienced professionals to join our growing team.,contact@private.com,1,missing_description
JOB8019,Software Engineer,IBM,Chennai,8-12 LPA,2-5 years,LinkedIn,90,Medium (51-500),Easy pay and work opportunity for students — apply now!,recruitment@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB8020,Software Engineer,Microsoft,Bangalore,8-12 LPA,0-2 years,LinkedIn,369,Small (1-50),Easy pay and work opportunity for students — apply now!,apply@privatte.com,1,"missing_description,trigger_keyword"
JOB8021,Cyber Security Analyst,HCL,Jaipur,5-8 LPA,5-10 years,Naukri.com,273,Small (1-50),Limited slots available! Click here to apply fast!,jobs@private.com,1,missing_description
JOB8022,HR Manager,IBM,Kolkata,8-12 LPA,5-10 years,Naukri.com,333,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,hiring@privatte.com,1,missing_description
JOB8023,Graphic Designer,Microsoft,Pune,5-8 LPA,2-5 years,Indeed,333,Small (1-50),Join us to build the next generation of solutions in your field.,recruitment@gmail.com,1,"email_suspicious,missing_description"
JOB8024,Business Analyst,Deloitte,Ahmedabad,12-20 LPA,2-5 years,Indeed,146,Large (500+),Join us to build the next generation of solutions in your field.,team@gmail.com,1,"email_suspicious,missing_description"
JOB8025,Financial Analyst,,Hyderabad,8-12 LPA,10+ years,LinkedIn,65,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,team@company-careers.c0m,1,"missing_description,vague_company"
JOB8026,Graphic Designer,Google,Pune,12-20 LPA,5-10 years,Indeed,490,Small (1-50),We value innovation and collaboration in a fast-paced environment.,apply@privatte.com,1,missing_description
JOB8027,Graphic Designer,Microsoft,Jaipur,5-8 LPA,0-2 years,Indeed,387,Large (500+),Urgent hiring — start immediately without any qualifications!,jobs@outlook.com,1,"email_suspicious,missing_description"
JOB8028,Marketing Executive,Amazon,Mumbai,5-8 LPA,5-10 years,Naukri.com,46,Small (1-50),Join us to build the next generation of solutions in your field.,admin@gmail.com,1,"email_suspicious,missing_description"
JOB8029,Sales Representative,Accenture,Hyderabad,3-5 LPA,5-10 years,Indeed,44,Large (500+),Pay and work with flexible hours — earn money fast!,recruitment@outlok.com,1,missing_description
JOB8030,Data Scientist,Infosys,Ahmedabad,12-20 LPA,10+ years,LinkedIn,122,Small (1-50),Looking for experienced professionals to join our growing team.,hr@hiremefast.co,1,missing_description
JOB8031,Sales Representative,Accenture,Mumbai,8-12 LPA,0-2 years,Indeed,237,Small (1-50),Competitive role with clear growth path and mentorship.,team@outlook.com,1,"email_suspicious,missing_description"
JOB8032,Cyber Security Analyst,TCS,Chennai,20+ LPA,10+ years,Naukri.com,237,Small (1-50),Applicants should have relevant technical skills and industry exposure.,career@privatte.com,1,"missing_description,company_salary_mismatch"
JOB8033,Sales Representative,,Delhi,3-5 LPA,2-5 years,Indeed,247,Large (500+),No experience required! Apply now and start earning today!,admin@outlook.com,1,"email_suspicious,missing_description,vague_company,trigger_keyword"
JOB8034,Graphic Designer,IBM,Noida,5-8 LPA,5-10 years,Indeed,78,Small (1-50),Applicants should have relevant technical skills and industry exposure.,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB8035,Data Scientist,Accenture,Jaipur,12-20 LPA,10+ years,Naukri.com,89,Small (1-50),Applicants should have relevant technical skills and industry exposure.,team@company-careers.c0m,1,missing_description
JOB8036,Data Scientist,Infosys,Mumbai,5-8 LPA,10+ years,Naukri.com,368,Medium (51-500),Looking for experienced professionals to join our growing team.,hiring@private.com,1,missing_description
JOB8037,Financial Analyst,IBM,Noida,5-8 LPA,10+ years,LinkedIn,127,Small (1-50),Role requires domain expertise and strong communication skills.,admin@gmail.com,1,"email_suspicious,missing_description"
JOB8038,Cyber Security Analyst,IBM,Mumbai,3-5 LPA,5-10 years,LinkedIn,396,Large (500+),Competitive role with clear growth path and mentorship.,admin@gmail.com,1,"email_suspicious,missing_description"
JOB8039,Data Scientist,IBM,Hyderabad,12-20 LPA,2-5 years,LinkedIn,252,Small (1-50),Limited slots available! Click here to apply fast!,contact@gmaill.com,1,missing_description
JOB8040,Sales Representative,Infosys,Noida,3-5 LPA,2-5 years,Indeed,366,Small (1-50),Looking for experienced professionals to join our growing team.,admin@gmail.com,1,"email_suspicious,missing_description"
JOB8041,Graphic Designer,IBM,Kolkata,3-5 LPA,0-2 years,Indeed,492,Large (500+),Urgent hiring — start immediately without any qualifications!,career@outlook.com,1,"email_suspicious,missing_description"
JOB8042,Graphic Designer,Amazon,Jaipur,12-20 LPA,2-5 years,Naukri.com,418,Medium (51-500),Limited slots available! Click here to apply fast!,apply@jobssmail.com,1,missing_description
JOB8043,Software Engineer,Private,Jaipur,5-8 LPA,10+ years,LinkedIn,176,Small (1-50),Pay and work with flexible hours — earn money fast!,team@outlook.com,1,"email_suspicious,missing_description"
JOB8044,Cyber Security Analyst,IBM,Anywhere,5-8 LPA,10+ years,Indeed,141,Medium (51-500),Competitive role with clear growth path and mentorship.,career@privatte.com,1,missing_description
JOB8045,Business Analyst,HCL,Hyderabad,20+ LPA,5-10 years,LinkedIn,315,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,jobs@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB8046,Product Manager,Microsoft,Delhi,8-12 LPA,0-2 years,LinkedIn,418,Large (500+),Role requires domain expertise and strong communication skills.,hr@outlook.com,1,"email_suspicious,missing_description"
JOB8047,Product Manager,Deloitte,Noida,5-8 LPA,2-5 years,Naukri.com,49,Small (1-50),Pay and work with flexible hours — earn money fast!,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB8048,Cyber Security Analyst,Deloitte,Bangalore,12-20 LPA,5-10 years,Naukri.com,398,Small (1-50),Role requires domain expertise and strong communication skills.,contact@privatte.com,1,missing_description
JOB8049,Business Analyst,Deloitte,Ahmedabad,20+ LPA,10+ years,LinkedIn,244,Small (1-50),Applicants should have relevant technical skills and industry exposure.,career@private.com,1,"missing_description,company_salary_mismatch"
JOB8050,Graphic Designer,Wipro,Anywhere,8-12 LPA,5-10 years,Naukri.com,197,Small (1-50),Competitive role with clear growth path and mentorship.,hr@gmaill.com,1,missing_description
JOB8051,Cyber Security Analyst,Microsoft,Ahmedabad,3-5 LPA,0-2 years,Indeed,199,Large (500+),Role requires domain expertise and strong communication skills.,contact@gmail.com,1,"email_suspicious,missing_description"
JOB8052,HR Manager,Infosys,Remote,20+ LPA,5-10 years,LinkedIn,108,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,apply@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB8053,Financial Analyst,Infosys,Mumbai,12-20 LPA,5-10 years,Indeed,53,Large (500+),Applicants should have relevant technical skills and industry exposure.,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB8054,Sales Representative,Confidential,Jaipur,12-20 LPA,0-2 years,Indeed,201,Large (500+),Role requires domain expertise and strong communication skills.,recruitment@outlook.com,1,"email_suspicious,missing_description,vague_company"
JOB8055,Data Scientist,Confidential,Jaipur,3-5 LPA,2-5 years,Indeed,294,Medium (51-500),Looking for experienced professionals to join our growing team.,admin@outlook.com,1,"email_suspicious,missing_description,vague_company"
JOB8056,HR Manager,Wipro,Delhi,3-5 LPA,5-10 years,LinkedIn,269,Large (500+),We value innovation and collaboration in a fast-paced environment.,admin@jobssmail.com,1,missing_description
JOB8057,Financial Analyst,HCL,Ahmedabad,3-5 LPA,2-5 years,Indeed,409,Small (1-50),We value innovation and collaboration in a fast-paced environment.,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB8058,Marketing Executive,TCS,Noida,12-20 LPA,2-5 years,Naukri.com,438,Large (500+),Easy pay and work opportunity for students — apply now!,jobs@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB8059,Business Analyst,TCS,,12-20 LPA,2-5 years,Naukri.com,411,Small (1-50),"No expreience required, immediate joiners welcome! Apply now!",jobs@gmail.com,1,"email_suspicious,missing_description,location_missing,trigger_keyword"
JOB8060,Cyber Security Analyst,Accenture,Kolkata,20+ LPA,10+ years,Indeed,293,Medium (51-500),Join us to build the next generation of solutions in your field.,team@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB8061,Cyber Security Analyst,Wipro,Delhi,20+ LPA,10+ years,Indeed,333,Small (1-50),We value innovation and collaboration in a fast-paced environment.,admin@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB8062,Data Scientist,,Hyderabad,12-20 LPA,0-2 years,Naukri.com,478,Small (1-50),Competitive role with clear growth path and mentorship.,hr@outlook.com,1,"email_suspicious,missing_description,vague_company"
JOB8063,Sales Representative,Confidential,Kolkata,12-20 LPA,5-10 years,Naukri.com,497,Small (1-50),No experience required! Apply now and start earning today!,hr@outlook.com,1,"email_suspicious,missing_description,vague_company,trigger_keyword"
JOB8064,Data Scientist,IBM,Mumbai,3-5 LPA,0-2 years,Indeed,10,Large (500+),Looking for experienced professionals to join our growing team.,contact@jobssmail.com,1,missing_description
JOB8065,Graphic Designer,Accenture,Multiple Locations,5-8 LPA,10+ years,LinkedIn,304,Medium (51-500),Looking for experienced professionals to join our growing team.,career@hiremefast.co,1,missing_description
JOB8066,Marketing Executive,IBM,Pune,3-5 LPA,10+ years,LinkedIn,235,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,jobs@outlok.com,1,missing_description
JOB8067,Sales Representative,Amazon,,8-12 LPA,2-5 years,Naukri.com,71,Large (500+),Join us to build the next generation of solutions in your field.,hiring@hiremefast.co,1,"missing_description,location_missing"
JOB8068,Data Scientist,Microsoft,Noida,3-5 LPA,10+ years,Indeed,387,Large (500+),We value innovation and collaboration in a fast-paced environment.,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB8069,Cyber Security Analyst,Deloitte,Hyderabad,20+ LPA,0-2 years,Indeed,379,Small (1-50),Competitive role with clear growth path and mentorship.,apply@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB8070,Business Analyst,HCL,Noida,20+ LPA,5-10 years,LinkedIn,429,Large (500+),Pay and work with flexible hours — earn money fast!,hiring@privatte.com,1,missing_description
JOB8071,Graphic Designer,Wipro,Remote,8-12 LPA,5-10 years,LinkedIn,29,Large (500+),We value innovation and collaboration in a fast-paced environment.,hr@jobssmail.com,1,missing_description
JOB8072,Graphic Designer,TCS,Anywhere,20+ LPA,0-2 years,Naukri.com,329,Large (500+),Applicants should have relevant technical skills and industry exposure.,admin@outlok.com,1,missing_description
JOB8073,Data Scientist,HCL,Delhi,20+ LPA,5-10 years,LinkedIn,325,Medium (51-500),Looking for experienced professionals to join our growing team.,career@private.com,1,"missing_description,company_salary_mismatch"
JOB8074,Sales Representative,Accenture,Kolkata,12-20 LPA,0-2 years,Naukri.com,188,Small (1-50),Work from home and get paid weekly — easy money!,apply@gmail.com,1,"email_suspicious,missing_description"
JOB8075,Marketing Executive,Google,Jaipur,20+ LPA,10+ years,LinkedIn,210,Large (500+),Easy pay and work opportunity for students — apply now!,contact@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB8076,Graphic Designer,HCL,Delhi,3-5 LPA,10+ years,Naukri.com,480,Large (500+),Role requires domain expertise and strong communication skills.,contact@privatte.com,1,missing_description
JOB8077,Graphic Designer,Amazon,Kolkata,8-12 LPA,0-2 years,Indeed,335,Large (500+),Easy pay and work opportunity for students — apply now!,career@outlook.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB8078,Sales Representative,Microsoft,,20+ LPA,5-10 years,LinkedIn,495,Small (1-50),Pay and work with flexible hours — earn money fast!,admin@private.com,1,"missing_description,location_missing,company_salary_mismatch"
JOB8079,Sales Representative,Infosys,Noida,5-8 LPA,10+ years,Naukri.com,446,Large (500+),We value innovation and collaboration in a fast-paced environment.,hiring@outlook.com,1,"email_suspicious,missing_description"
JOB8080,Financial Analyst,TCS,Ahmedabad,20+ LPA,2-5 years,Naukri.com,56,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,recruitment@jobssmail.com,1,"missing_description,company_salary_mismatch"
JOB8081,Marketing Executive,HCL,Bangalore,3-5 LPA,10+ years,Naukri.com,240,Medium (51-500),Role requires domain expertise and strong communication skills.,hr@gmaill.com,1,missing_description
JOB8082,Financial Analyst,,Mumbai,12-20 LPA,0-2 years,Indeed,199,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,recruitment@outlook.com,1,"email_suspicious,missing_description,vague_company"
JOB8083,Sales Representative,Wipro,,5-8 LPA,2-5 years,Naukri.com,260,Medium (51-500),Looking for experienced professionals to join our growing team.,contact@outlook.com,1,"email_suspicious,missing_description,location_missing"
JOB8084,Data Scientist,TCS,Noida,8-12 LPA,2-5 years,Indeed,134,Small (1-50),Join us to build the next generation of solutions in your field.,team@outlook.com,1,"email_suspicious,missing_description"
JOB8085,Graphic Designer,,Remote,5-8 LPA,10+ years,Naukri.com,207,Small (1-50),Limited slots available! Click here to apply fast!,contact@outlook.com,1,"email_suspicious,missing_description,vague_company"
JOB8086,Financial Analyst,Infosys,,5-8 LPA,0-2 years,LinkedIn,220,Medium (51-500),Looking for experienced professionals to join our growing team.,contact@outlook.com,1,"email_suspicious,missing_description,location_missing"
JOB8087,Product Manager,Google,Hyderabad,12-20 LPA,5-10 years,Naukri.com,277,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,recruitment@gmail.com,1,"email_suspicious,missing_description"
JOB8088,HR Manager,Deloitte,Ahmedabad,5-8 LPA,10+ years,LinkedIn,193,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,career@privatte.com,1,missing_description
JOB8089,Software Engineer,Confidential,Chennai,8-12 LPA,10+ years,Naukri.com,436,Large (500+),Competitive role with clear growth path and mentorship.,contact@privatte.com,1,"missing_description,vague_company"
JOB8090,Financial Analyst,Google,Hyderabad,12-20 LPA,0-2 years,Indeed,242,Small (1-50),Applicants should have relevant technical skills and industry exposure.,hr@outlook.com,1,"email_suspicious,missing_description"
JOB8091,Marketing Executive,HCL,Kolkata,8-12 LPA,5-10 years,Indeed,168,Large (500+),Competitive role with clear growth path and mentorship.,hr@outlook.com,1,"email_suspicious,missing_description"
JOB8092,Sales Representative,Accenture,Kolkata,12-20 LPA,2-5 years,Indeed,31,Large (500+),Pay and work with flexible hours — earn money fast!,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB8093,Sales Representative,Wipro,Jaipur,12-20 LPA,0-2 years,Indeed,196,Medium (51-500),Looking for experienced professionals to join our growing team.,career@outlok.com,1,missing_description
JOB8094,Graphic Designer,,,3-5 LPA,10+ years,LinkedIn,186,Medium (51-500),Limited slots available! Click here to apply fast!,jobs@privatte.com,1,"missing_description,vague_company,location_missing"
JOB8095,Product Manager,IBM,Hyderabad,20+ LPA,2-5 years,LinkedIn,298,Large (500+),Pay and work with flexible hours — earn money fast!,hr@outlook.com,1,"email_suspicious,missing_description"
JOB8096,HR Manager,IBM,Chennai,5-8 LPA,10+ years,Indeed,16,Small (1-50),Urgent hiring — start immediately without any qualifications!,contact@company-careers.c0m,1,missing_description
JOB8097,Sales Representative,Deloitte,Hyderabad,12-20 LPA,5-10 years,LinkedIn,311,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,admin@outlok.com,1,missing_description
JOB8098,Product Manager,Amazon,Noida,12-20 LPA,10+ years,Naukri.com,472,Small (1-50),We value innovation and collaboration in a fast-paced environment.,team@private.com,1,missing_description
JOB8099,Marketing Executive,Wipro,,8-12 LPA,2-5 years,Naukri.com,394,Small (1-50),Urgent hiring — start immediately without any qualifications!,hiring@private.com,1,"missing_description,location_missing"
JOB8100,Data Scientist,Microsoft,Bangalore,3-5 LPA,2-5 years,Indeed,97,Small (1-50),Applicants should have relevant technical skills and industry exposure.,career@jobssmail.com,1,missing_description
JOB8101,Product Manager,Private,Delhi,3-5 LPA,0-2 years,Naukri.com,200,Large (500+),Role requires domain expertise and strong communication skills.,hr@hiremefast.co,1,missing_description
JOB8102,Financial Analyst,TCS,Anywhere,8-12 LPA,0-2 years,Indeed,349,Medium (51-500),Easy pay and work opportunity for students — apply now!,career@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB8103,Cyber Security Analyst,Private,Ahmedabad,8-12 LPA,2-5 years,Naukri.com,253,Large (500+),No experience required! Apply now and start earning today!,team@outlook.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB8104,Financial Analyst,TCS,Jaipur,3-5 LPA,5-10 years,LinkedIn,444,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,team@gmail.com,1,"email_suspicious,missing_description"
JOB8105,Graphic Designer,TCS,Ahmedabad,8-12 LPA,0-2 years,Indeed,472,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,team@outlook.com,1,"email_suspicious,missing_description"
JOB8106,Data Scientist,HCL,Bangalore,3-5 LPA,2-5 years,Indeed,82,Large (500+),Join us to build the next generation of solutions in your field.,admin@gmail.com,1,"email_suspicious,missing_description"
JOB8107,Product Manager,Infosys,Mumbai,12-20 LPA,5-10 years,LinkedIn,217,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,team@outlook.com,1,"email_suspicious,missing_description"
JOB8108,Product Manager,TCS,Delhi,20+ LPA,5-10 years,Naukri.com,66,Medium (51-500),Looking for experienced professionals to join our growing team.,contact@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB8109,Data Scientist,Infosys,Hyderabad,8-12 LPA,5-10 years,LinkedIn,434,Small (1-50),Role requires domain expertise and strong communication skills.,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB8110,Software Engineer,,,8-12 LPA,5-10 years,LinkedIn,422,Small (1-50),Competitive role with clear growth path and mentorship.,career@outlook.com,1,"email_suspicious,missing_description,vague_company,location_missing"
JOB8111,Product Manager,Accenture,,20+ LPA,5-10 years,Indeed,35,Small (1-50),Looking for experienced professionals to join our growing team.,contact@privatte.com,1,"missing_description,location_missing,company_salary_mismatch"
JOB8112,Financial Analyst,Confidential,Mumbai,5-8 LPA,2-5 years,Indeed,171,Small (1-50),Join us to build the next generation of solutions in your field.,jobs@private.com,1,"missing_description,vague_company"
JOB8113,Software Engineer,Microsoft,Kolkata,5-8 LPA,0-2 years,LinkedIn,218,Medium (51-500),Competitive role with clear growth path and mentorship.,career@gmail.com,1,"email_suspicious,missing_description"
JOB8114,HR Manager,Wipro,Mumbai,8-12 LPA,2-5 years,LinkedIn,428,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,apply@outlook.com,1,"email_suspicious,missing_description"
JOB8115,Sales Representative,Microsoft,Mumbai,5-8 LPA,2-5 years,Indeed,97,Medium (51-500),Join us to build the next generation of solutions in your field.,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB8116,Business Analyst,TCS,Bangalore,20+ LPA,5-10 years,Indeed,244,Small (1-50),Work from home and get paid weekly — easy money!,apply@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB8117,Graphic Designer,Infosys,Noida,3-5 LPA,0-2 years,LinkedIn,442,Large (500+),Competitive role with clear growth path and mentorship.,jobs@company-careers.c0m,1,missing_description
JOB8118,Marketing Executive,Amazon,Jaipur,5-8 LPA,5-10 years,LinkedIn,30,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,career@gmail.com,1,"email_suspicious,missing_description"
JOB8119,Cyber Security Analyst,Wipro,Jaipur,20+ LPA,10+ years,Indeed,193,Small (1-50),Pay and work with flexible hours — earn money fast!,apply@jobssmail.com,1,"missing_description,company_salary_mismatch"
JOB8120,HR Manager,Google,Pune,20+ LPA,10+ years,Indeed,241,Large (500+),Pay and work with flexible hours — earn money fast!,jobs@gmail.com,1,"email_suspicious,missing_description"
JOB8121,Marketing Executive,,Mumbai,12-20 LPA,0-2 years,Indeed,291,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,jobs@jobssmail.com,1,"missing_description,vague_company"
JOB8122,Financial Analyst,Wipro,Jaipur,5-8 LPA,0-2 years,LinkedIn,344,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB8123,Financial Analyst,Google,Chennai,3-5 LPA,0-2 years,Naukri.com,131,Medium (51-500),Work from home and get paid weekly — easy money!,apply@outlook.com,1,"email_suspicious,missing_description"
JOB8124,Marketing Executive,Wipro,Anywhere,5-8 LPA,2-5 years,Indeed,277,Medium (51-500),Work from home and get paid weekly — easy money!,apply@gmail.com,1,"email_suspicious,missing_description"
JOB8125,Product Manager,Wipro,Noida,20+ LPA,2-5 years,Indeed,22,Medium (51-500),Urgent hiring — start immediately without any qualifications!,team@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB8126,Marketing Executive,TCS,Noida,12-20 LPA,2-5 years,Indeed,138,Large (500+),Applicants should have relevant technical skills and industry exposure.,team@outlook.com,1,"email_suspicious,missing_description"
JOB8127,HR Manager,TCS,Anywhere,3-5 LPA,0-2 years,Indeed,303,Small (1-50),No experience required! Apply now and start earning today!,admin@privatte.com,1,"missing_description,trigger_keyword"
JOB8128,Data Scientist,,Noida,12-20 LPA,10+ years,LinkedIn,57,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,team@outlook.com,1,"email_suspicious,missing_description,vague_company"
JOB8129,Marketing Executive,Deloitte,Bangalore,12-20 LPA,0-2 years,LinkedIn,178,Medium (51-500),No experience required! Apply now and start earning today!,recruitment@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB8130,Product Manager,Accenture,Mumbai,5-8 LPA,2-5 years,LinkedIn,103,Large (500+),Looking for experienced professionals to join our growing team.,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB8131,Marketing Executive,Private,Jaipur,12-20 LPA,2-5 years,LinkedIn,487,Large (500+),We value innovation and collaboration in a fast-paced environment.,hr@jobssmail.com,1,missing_description
JOB8132,Cyber Security Analyst,Infosys,Hyderabad,5-8 LPA,0-2 years,Naukri.com,257,Small (1-50),Applicants should have relevant technical skills and industry exposure.,team@gmail.com,1,"email_suspicious,missing_description"
JOB8133,Financial Analyst,TCS,Jaipur,8-12 LPA,2-5 years,Naukri.com,450,Large (500+),Join us to build the next generation of solutions in your field.,hiring@private.com,1,missing_description
